1.3796,7.1667,1.2707
5.0651,7.8212,0.98962
0.22535,7.9444,0.86954
0.003169,7.8073,0.78841
0,7.8211,0.70273
0,7.8983,0.56168
0.30704,8.061,0.46451
2.6039,7.697,0.4141
0.0052817,8.0801,0.38021
0,7.969,0.3302
3.4613,7.6162,0.29048
1.0264,8.3495,0.33515
0.041901,8.5251,0.25604
0.1007,7.6869,0.21595
0.37465,5.8418,0.19442
6.4014,7.7383,0.19688
0.36725,7.3954,0.26499
16.93,6.9974,0.33621
0.1088,6.9982,0.37665
10.483,6.1478,0.2847
11.193,5.4273,0.30632
7.5264,5.5896,0.65127
4.6567,4.9886,0.81208
8.925,4.3066,0.66567
9.9803,5.1566,0.6846
15.832,1.8205,0.82352
12.748,6.97,1.7051
3.2739,4.3302,1.6152
15.371,3.5806,1.4096
5.6894,5.3131,1.9764
1.7958,6.0621,1.6582
0.48169,6.4873,1.1494
3.4085,6.712,0.90439
6.2222,7.2725,0.7666
0.026761,7.4231,0.71065
0.0038732,6.7375,0.89494
0,7.715,0.71888
39.415,4.2794,0.59803
0.50458,8.1993,1.4532
0.0059859,8.3412,1.3841
0,8.3983,1.1993
0,8.2252,0.97938
0,8.2779,0.66634
0,8.3562,0.50897
0.00070423,8.4788,0.41526
0,7.9444,0.35006
0.040141,8.0251,0.30377
0.054577,7.9509,0.26961
0.05,7.4445,0.23943
2.444,6.6453,0.2125
5.8056,6.3318,0.19269
5.5345,5.7911,0.20546
8.7859,5.472,0.22883
3.0944,6.2368,0.23552
5.8581,6.4822,0.2752
28.61,6.688,0.35359
19.816,6.9573,1.4508
1.3609,7.2364,3.0791
17.386,6.1178,2.3904
8.5711,5.2543,2.4382
14.056,6.2355,2.7098
22.413,5.2056,4.0236
5.4327,4.5413,4.1361
8.9004,5.5914,2.7581
11.418,5.2246,3.0412
15.339,7.0278,4.7256
0.34261,6.8597,4.3202
10.658,6.6441,3.2865
6.0278,6.6937,2.6348
2.2373,5.529,2.1961
1.387,6.1562,1.8227
4.3961,6.078,1.4568
10.776,4.1908,1.3705
17.934,1.348,1.7785
30.625,1.5674,2.0926
15.146,4.0799,4.9962
3.2373,3.5914,5.9613
2.3173,4.4755,5.5168
2.2521,3.3412,4.3659
9.019,5.2387,3.0082
14.38,5.7447,2.3742
23.245,5.6896,2.7451
0.37254,7.3588,3.8994
0.089789,6.252,5.2392
0.016901,7.2269,5.2922
0,6.9392,4.5856
0,5.768,2.2227
0.41866,5.5805,1.4745
3.55,7.1026,1.2693
0.055634,7.4292,1.1696
0,7.229,1.064
0,7.4012,0.9412
0,7.3083,0.84313
0,7.1894,0.75332
0,7.0842,0.67258
0,7.1702,0.60972
0,7.0279,0.5566
0,6.8058,0.51028
0.0052817,6.8837,0.47338
0,6.8123,0.43804
0.047535,6.0155,0.40716
0.17923,6.146,0.37788
0.29472,5.7784,0.35171
2.2824,6.0822,0.32992
0.033803,5.7622,0.31271
0,6.5797,0.3096
0.038028,6.6108,0.299
0,6.4455,0.28038
0,6.1987,0.26288
0.030634,5.5473,0.24646
4.3398,4.6511,0.233
5.5856,5.9798,0.2736
1.3778,6.2274,0.31237
5.6035,5.7363,0.31052
1.5835,5.5049,0.32394
1.9592,2.8339,0.32237
0.030986,5.6598,0.29964
0,5.8056,0.31151
0,5.8756,0.27962
0,5.8971,0.24067
0,5.9602,0.21541
0,6.0843,0.19959
